surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheal_pulse,mucous_membrane,capillary_refill_time,pain,peristaltsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,outcome,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data
no,young,867285,38.82868261069639,35.87999597855061,11.689765962708055,warm,normal,dark_cyanotic,less_3_sec,depressed,hypermobile,none,none,none,7.301779386945422,normal,other,47.30298669542743,6.072303363068755,cloudy,3.64572230554852,died,no,4300,1,2,no
yes,young,720635,36.48325115317794,67.46986538803445,3.983250676298044,warm,normal,pale_pink,less_3_sec,mild_pain,normal,moderate,none,less_1_liter,7.376840536110118,absent,normal,41.5927891106804,7.008410275802582,serosanguious,3.389335062924254,euthanized,yes,0,3,0,yes
no,adult,410931,38.52361058722887,52.04591772186164,8.991749276897453,normal,reduced,pale_cyanotic,more_3_sec,constant_pain,normal,none,important,less_1_liter,4.017561291423346,normal,distend_large,32.22591325514133,7.479820147960176,clear,3.7780358482772165,lived,yes,2208,0,2,yes
yes,young,397632,38.46746078163931,96.3989770109934,9.063180595093078,warm,normal,pale_cyanotic,more_3_sec,alert,absent,none,none,less_1_liter,4.598004871737616,decreased,normal,34.30545546579343,7.367694598137574,serosanguious,2.0484628223985935,died,yes,0,0,0,no
no,young,436585,36.587910108061735,79.05196789297813,8.314984994101673,cool,increased,dark_cyanotic,less_3_sec,intermittent_pain,hypomobile,moderate,none,none,8.678387940639524,decreased,normal,35.588703406271264,7.075944116360142,clear,2.5324061543944563,euthanized,yes,11300,0,1,no
yes,young,830023,38.63423266574016,69.47386273464454,10.859427322590903,cool,reduced,pale_cyanotic,less_3_sec,intermittent_pain,normal,slight,none,less_1_liter,8.09444203963962,absent,other,34.82063475807222,6.157939287383917,cloudy,5.398698472538431,lived,yes,4300,2,2,no
yes,adult,122431,38.07269779352993,70.4615800800479,4.772679216732069,cool,increased,normal_pink,more_3_sec,constant_pain,normal,moderate,important,less_1_liter,4.6327670425180765,decreased,normal,39.95040020906892,6.359160140100592,clear,5.912137648378055,lived,yes,11300,0,0,no
yes,adult,423825,38.450381788721266,86.61734360734334,7.774092262389989,normal,absent,normal_pink,less_3_sec,constant_pain,hypomobile,severe,none,>1_liter,6.271652375479471,decreased,distend_large,48.89120740534295,6.28027352917993,serosanguious,2.6317659424147255,euthanized,yes,2208,0,1,yes
no,young,294555,36.83368761423486,76.93036183454676,10.436456244639226,warm,increased,bright_red,more_3_sec,intermittent_pain,normal,severe,slight,>1_liter,2.4934423700247637,normal,normal,38.883451695356214,6.533192460383468,serosanguious,4.142071273547634,lived,yes,4300,2,2,no
yes,adult,747008,37.95013611637138,69.99532876992045,11.038727055481925,normal,absent,bright_pink,less_3_sec,alert,hypermobile,moderate,slight,>1_liter,3.669967059189034,normal,other,43.23129136346811,6.353275841687303,cloudy,5.865333735222574,euthanized,no,11300,0,0,yes
no,adult,673441,36.095121445867676,40.3947764740498,9.44825842052759,warm,reduced,pale_cyanotic,more_3_sec,mild_pain,normal,slight,important,none,5.886564470883193,absent,distend_large,43.771664119576464,6.36665916895754,clear,2.6263255047158554,died,yes,11300,0,0,no
yes,adult,368512,35.523008792466946,121.23893930812437,8.134823399099103,cold,absent,bright_pink,more_3_sec,constant_pain,hypomobile,severe,none,less_1_liter,2.6877898822336928,normal,other,47.431614505089655,6.925094903063108,cloudy,2.745238470009801,euthanized,no,11300,1,1,yes
no,adult,998792,37.940828426527744,37.93634485383534,8.640176179120582,cold,absent,pale_pink,more_3_sec,constant_pain,hypermobile,severe,slight,less_1_liter,8.746658839135499,absent,normal,30.676425751430386,6.478053983942075,serosanguious,5.707265415713593,lived,yes,2208,0,2,yes
yes,adult,276076,38.90059760676131,53.74914525799671,11.221221367131712,normal,increased,normal_pink,less_3_sec,constant_pain,normal,moderate,important,less_1_liter,7.744049680861183,absent,normal,38.086601186950844,7.0157443147087095,cloudy,4.82275058580953,lived,yes,11300,2,2,yes
no,adult,319724,38.052936814265074,26.90543447180005,9.10170235237638,cool,increased,bright_red,less_3_sec,depressed,absent,moderate,slight,>1_liter,9.549069365187957,normal,other,45.69470228172199,7.421834488719271,clear,2.607866747368643,died,no,0,1,2,yes
no,adult,999187,37.73655393605585,70.77596317538524,5.874457363678414,normal,increased,pale_pink,less_3_sec,alert,hypermobile,moderate,none,less_1_liter,7.547735247712217,decreased,other,46.29734029930893,6.957716874919859,clear,3.573970684474439,euthanized,yes,4300,0,0,no
yes,adult,681273,37.61246587994513,63.02220874569615,5.299507248165289,cool,reduced,bright_red,less_3_sec,alert,hypermobile,none,important,less_1_liter,9.523210978097485,decreased,distend_large,48.54665230348023,7.127485015815557,cloudy,2.225079776858842,died,no,4300,2,2,yes
no,adult,936501,36.85743460855693,75.3055287672952,4.531087735691672,warm,reduced,dark_cyanotic,more_3_sec,alert,absent,none,slight,less_1_liter,6.43610044552772,decreased,other,44.05588719636005,7.127370622924257,serosanguious,3.730686135670777,euthanized,yes,11300,3,0,yes
no,adult,414470,37.578139096204694,25.218687377911323,13.36674245546806,cool,increased,normal_pink,more_3_sec,alert,absent,none,important,less_1_liter,6.801748888495755,decreased,other,34.90307892209487,6.496054182598966,serosanguious,5.111605977948148,euthanized,no,2208,0,0,no
yes,young,733025,38.22168446826444,82.25811334761863,11.422385506837335,cool,reduced,pale_pink,more_3_sec,alert,normal,moderate,slight,less_1_liter,9.815768437010087,absent,normal,40.11331486168756,6.022436991890153,cloudy,4.215888218344508,euthanized,no,0,3,1,no
no,young,836421,37.36477776719937,43.851291970607704,8.68053635045836,warm,reduced,dark_cyanotic,less_3_sec,intermittent_pain,normal,slight,slight,none,7.137033174914083,decreased,normal,30.64690575837795,6.082571944491321,clear,4.589768487264813,died,yes,0,1,0,no
no,adult,778758,38.550586853835775,57.01989601272269,7.638622544507749,cold,absent,pale_pink,less_3_sec,constant_pain,hypomobile,severe,none,less_1_liter,2.246292550885973,absent,other,42.93856682196494,6.423090376326837,clear,3.307280528800837,died,no,4300,2,1,no
no,young,853753,37.9959750338646,78.63142537362128,7.278209976097926,warm,absent,bright_red,less_3_sec,intermittent_pain,hypomobile,none,none,none,7.790422213044186,normal,other,41.08590423017513,7.034314775486397,clear,2.645583670979172,lived,no,4300,1,1,yes
yes,young,150861,38.1169794177734,65.225333682638,12.279711322746628,normal,increased,dark_cyanotic,more_3_sec,depressed,hypermobile,slight,slight,less_1_liter,9.243749537099326,normal,normal,43.33672561522586,7.360024707972439,clear,2.0524667030939376,died,yes,0,3,2,no
no,adult,438041,38.68866275355096,66.63885113333728,14.713300524524222,normal,reduced,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,important,none,8.364641998354614,absent,distend_large,48.60281106775191,7.438197393286119,serosanguious,5.285249377317381,euthanized,yes,4300,3,1,yes
yes,adult,312977,37.27324456734501,75.98357639810799,7.183821228217383,normal,absent,normal_pink,less_3_sec,constant_pain,absent,none,important,less_1_liter,6.670666181003381,decreased,distend_large,43.74553223440863,6.038772995760111,clear,4.546618237383152,euthanized,no,11300,3,2,no
no,adult,751406,38.459380586186946,68.57581279877448,12.415246561967129,normal,normal,bright_pink,more_3_sec,depressed,hypomobile,moderate,none,less_1_liter,7.370428104748131,absent,distend_large,36.40899860749522,7.485130868449157,cloudy,2.9172849651507535,euthanized,yes,0,2,1,yes
no,young,955009,37.413523282748024,53.177841949025655,9.084038746076669,normal,reduced,bright_red,more_3_sec,intermittent_pain,hypermobile,slight,slight,less_1_liter,9.921534314013375,decreased,distend_large,33.97473327740313,6.48374582753504,cloudy,3.6737358403091793,died,no,4300,3,0,no
no,young,821001,38.139514483818836,56.67061743529542,8.3627132102686,cold,normal,bright_red,less_3_sec,mild_pain,hypermobile,none,none,less_1_liter,2.7252967080747066,decreased,normal,47.09272413637309,7.264434342352673,cloudy,5.205773074912457,lived,no,11300,3,2,no
yes,adult,109078,37.15422864936343,64.23757357303646,13.512642848489769,cold,increased,dark_cyanotic,more_3_sec,depressed,hypomobile,none,slight,>1_liter,7.337958629065916,absent,other,33.88664286547521,6.270443191045171,cloudy,4.154800744365543,died,no,11300,2,0,no
no,adult,424912,36.88929617693527,42.08887812907331,8.96950283777167,cool,reduced,dark_cyanotic,less_3_sec,mild_pain,hypomobile,none,slight,less_1_liter,4.267181556564751,absent,distend_large,33.232191611907275,6.094347386410289,clear,3.200639505783913,lived,yes,0,3,2,no
no,adult,675335,37.89186474564849,79.9201731877734,9.889093317763907,normal,increased,normal_pink,more_3_sec,depressed,hypomobile,none,none,none,7.1207231726893605,decreased,normal,34.13224161361951,6.567533136094031,serosanguious,3.068738068682742,died,yes,11300,0,0,yes
yes,young,958058,35.91479994797888,65.77307861614968,9.744821798734337,warm,increased,bright_pink,more_3_sec,intermittent_pain,normal,slight,important,>1_liter,6.86098860707151,absent,other,40.17681696261013,7.28838808279604,clear,2.8704560977953024,euthanized,no,0,3,1,no
no,young,944092,37.503732556491116,61.49552535843937,4.123201900021645,normal,increased,bright_red,more_3_sec,mild_pain,hypermobile,none,none,>1_liter,3.2276546568652966,decreased,distend_large,32.483748863189135,6.331237373816724,serosanguious,5.294919520536679,lived,no,11300,2,2,yes
yes,young,859746,36.193622994390815,83.84993118062943,9.865233446148185,cold,increased,pale_cyanotic,less_3_sec,depressed,hypermobile,severe,slight,less_1_liter,3.6539731659219132,absent,other,48.76236661193404,6.230935988627763,clear,4.32744140273865,died,no,0,3,2,yes
yes,young,495141,38.57923403431361,57.59772713577261,7.3119239266793015,normal,increased,pale_cyanotic,less_3_sec,intermittent_pain,hypermobile,severe,none,none,6.973036624345708,normal,distend_large,49.32507414480179,7.3647064934252855,serosanguious,4.8366286628058575,euthanized,yes,0,2,2,no
no,adult,315048,38.85011059610891,56.35158005695166,4.736540579563137,cold,reduced,bright_pink,less_3_sec,constant_pain,hypomobile,moderate,important,none,3.025839578430193,decreased,other,49.47603706565998,7.407505803932189,cloudy,5.440481765589654,lived,no,0,3,1,no
yes,adult,860581,36.93604877857919,50.30742471992071,7.448588758653713,cool,normal,pale_pink,more_3_sec,intermittent_pain,hypomobile,none,important,>1_liter,4.121447001042583,normal,distend_large,30.782496096394397,6.0188222987833635,cloudy,5.947446810120865,lived,yes,0,0,0,yes
no,adult,742120,38.228312962473495,66.8613401785187,7.423833391089163,cool,reduced,normal_pink,more_3_sec,intermittent_pain,hypomobile,severe,slight,none,8.68196438190402,absent,distend_large,48.92395052960063,7.091153606123223,serosanguious,2.997934346123128,euthanized,no,11300,2,1,yes
yes,adult,749438,38.69913571368749,66.16900216663029,12.089647617390993,cool,reduced,bright_pink,more_3_sec,constant_pain,hypomobile,severe,none,less_1_liter,4.616732048013109,normal,other,49.948298652348505,6.46381160479399,serosanguious,2.7236099498316517,euthanized,no,0,2,1,yes
yes,young,257087,38.70246922250178,46.67431598980187,5.808631151693905,cold,reduced,pale_cyanotic,more_3_sec,intermittent_pain,absent,severe,important,less_1_liter,5.904481250157303,absent,other,48.84858218690974,6.562056554950784,serosanguious,3.847993371175794,died,no,4300,2,1,yes
no,young,133320,38.01445083397164,56.44612045773199,6.630457682852237,normal,absent,dark_cyanotic,less_3_sec,constant_pain,hypomobile,slight,none,less_1_liter,9.529122681166722,decreased,other,43.41877811525412,6.7036544624272345,cloudy,2.14028511791413,died,no,11300,2,0,yes
yes,adult,427025,38.53430467556149,46.80795462961534,9.706164781644038,normal,absent,pale_cyanotic,less_3_sec,constant_pain,normal,none,important,less_1_liter,3.8171927106955703,absent,normal,44.024603048170015,6.640186455261779,cloudy,5.166871526254113,euthanized,yes,0,3,1,no
yes,adult,715115,37.150668688079605,45.90263092369019,5.022618685937257,warm,reduced,dark_cyanotic,less_3_sec,constant_pain,absent,slight,slight,less_1_liter,5.117008138864083,absent,normal,32.44505879746895,6.772460677473158,clear,5.535039995337529,died,yes,11300,3,2,no
yes,young,613287,37.883122465656676,25.402043365463058,7.022979725302999,cold,normal,normal_pink,more_3_sec,depressed,absent,slight,slight,>1_liter,6.851662204348365,decreased,other,47.48594154149925,6.873542573610024,serosanguious,4.744158794992114,euthanized,yes,11300,0,1,yes
yes,adult,464359,37.33289659320922,55.38179492636889,4.006569794000334,warm,reduced,dark_cyanotic,more_3_sec,mild_pain,hypomobile,severe,none,less_1_liter,8.042711436031777,absent,normal,31.19279169257543,6.698393257256886,serosanguious,3.0719800982544374,euthanized,yes,11300,0,0,no
yes,young,359931,37.066212026214636,25.95573467839977,11.760034380016188,cool,increased,bright_pink,less_3_sec,depressed,hypermobile,severe,slight,less_1_liter,9.21322709370164,decreased,distend_large,36.3546109323528,7.052345310734276,serosanguious,2.4926218959551623,died,yes,11300,3,2,yes
no,adult,506845,37.83606339146962,50.743686273209775,8.095910638679443,normal,absent,dark_cyanotic,more_3_sec,constant_pain,hypomobile,moderate,important,>1_liter,9.323783900588122,absent,other,49.82303290296374,7.077902494263213,cloudy,3.5285767516795534,died,no,0,1,0,no
yes,adult,947982,38.14753037615807,47.74610708244783,8.952246464993273,cold,absent,pale_pink,less_3_sec,mild_pain,hypermobile,none,slight,>1_liter,8.213120594980984,decreased,normal,38.44655758205991,6.660538796139293,serosanguious,5.333342482021013,lived,yes,11300,2,1,yes
no,adult,649114,38.963508767954984,81.03790114531208,11.74803095937327,warm,reduced,bright_pink,more_3_sec,mild_pain,hypomobile,none,important,>1_liter,3.8266466927464835,normal,other,32.623124479305176,6.213694722130663,serosanguious,3.3913112151444587,lived,yes,4300,3,0,no
yes,adult,200734,38.065155527298884,39.70130387380716,6.833193349038339,warm,reduced,normal_pink,more_3_sec,constant_pain,hypomobile,severe,important,none,2.1984746403405264,absent,distend_large,49.3858932409816,6.960958381980184,cloudy,2.13701829450656,died,yes,11300,0,2,no
no,adult,257702,38.44193053496155,44.776272303710485,8.064038974055988,warm,normal,bright_pink,less_3_sec,mild_pain,hypermobile,severe,slight,none,5.07019144284499,absent,distend_large,49.68279294083472,7.159435068526063,serosanguious,3.0971215049005276,died,yes,11300,2,0,yes
no,adult,854122,38.45328317324954,52.36951721616855,5.831016002082776,normal,normal,pale_pink,less_3_sec,mild_pain,hypermobile,none,important,less_1_liter,3.1323908079025866,absent,normal,33.74085370477429,6.957164281805925,clear,5.959782440302893,died,no,4300,0,2,no
yes,adult,277235,40.48753436569696,48.39712696994448,5.824488837012563,normal,increased,normal_pink,more_3_sec,depressed,hypermobile,moderate,important,less_1_liter,7.683101179506385,decreased,distend_large,47.29607617480342,6.882082148770223,cloudy,4.706675022663533,lived,no,0,1,2,yes
yes,young,198511,35.98996759672742,87.38509594843752,6.238251317982363,normal,reduced,pale_cyanotic,less_3_sec,mild_pain,hypermobile,severe,none,less_1_liter,7.289044694605734,absent,other,37.80846652387783,6.344117986851909,cloudy,5.603419319908511,died,no,4300,2,1,yes
yes,young,373797,37.11206613316282,37.22865253900761,7.522528827499004,cold,reduced,pale_pink,less_3_sec,constant_pain,normal,moderate,none,none,2.3517731329716387,decreased,normal,37.62736928973429,6.967705561228888,cloudy,5.0994610700044305,lived,yes,2208,1,1,no
no,young,783321,39.27405605248808,52.41191002028316,7.845613397480804,normal,reduced,normal_pink,more_3_sec,alert,hypermobile,slight,none,less_1_liter,8.692750233047608,absent,other,35.253952637938035,6.502284321864318,clear,4.158822061306523,lived,no,4300,1,2,yes
yes,young,706229,37.44798692514652,66.64130498328814,9.86589645269514,cold,absent,dark_cyanotic,more_3_sec,alert,hypomobile,severe,slight,less_1_liter,3.989946130329458,normal,other,30.89420549109793,7.379338294219927,cloudy,2.594755489579921,lived,no,0,1,0,no
no,young,829497,38.68580313760172,77.62366686084013,6.3263491558743015,warm,increased,bright_pink,more_3_sec,alert,hypomobile,slight,none,none,5.457816603928338,absent,other,35.36017967370447,6.980580139139971,cloudy,3.3945779134228706,lived,yes,4300,3,2,no
no,adult,920094,38.030009523762835,52.39516888139593,9.95889802775243,warm,normal,normal_pink,less_3_sec,constant_pain,normal,severe,important,>1_liter,7.343469883645939,normal,distend_large,31.07553810666104,6.417269515062454,cloudy,4.334960901096888,euthanized,yes,11300,0,1,yes
no,adult,198818,39.90520240120801,21.638007989924148,10.455003874569684,cool,absent,bright_pink,more_3_sec,alert,hypermobile,slight,slight,none,5.435350294818027,decreased,other,48.487440927199266,6.709390364045895,cloudy,5.482529394927968,died,yes,0,2,0,no
yes,young,252360,36.68694557293629,56.997915568289905,7.596533451503202,normal,absent,dark_cyanotic,more_3_sec,depressed,hypomobile,severe,slight,less_1_liter,5.530302422399547,normal,distend_large,43.23441344785457,7.269871913827567,clear,3.0747001834595986,died,no,2208,3,2,yes
yes,adult,877915,39.02180055251881,87.0405695236143,6.585826282744857,warm,absent,normal_pink,more_3_sec,constant_pain,normal,moderate,slight,none,2.525023962685923,absent,other,47.73245300032783,6.503195926773971,serosanguious,2.484907477360918,euthanized,yes,0,0,1,yes
no,young,719369,39.5495813052725,65.64374814860854,9.25523709593997,normal,absent,pale_cyanotic,more_3_sec,constant_pain,hypomobile,moderate,slight,>1_liter,5.2115483940800305,absent,distend_large,44.34581362941141,6.788160855228572,serosanguious,4.235329270219269,died,no,11300,3,2,no
no,young,661165,36.785581122832,64.72835724719866,8.391247610968666,cold,increased,pale_pink,more_3_sec,constant_pain,normal,moderate,important,>1_liter,8.118783145759867,decreased,distend_large,32.62573742165279,7.019504959877284,cloudy,2.7060048900722227,lived,no,2208,0,2,yes
yes,adult,473706,38.58287024358135,38.73964016846007,9.661055487820637,warm,reduced,normal_pink,less_3_sec,mild_pain,normal,slight,important,>1_liter,9.321410697492782,absent,distend_large,48.81163073470596,7.131794008240113,clear,4.441447077287627,euthanized,no,0,2,2,no
no,adult,311957,36.834502014170944,36.68656819422671,13.7095993087799,normal,normal,dark_cyanotic,more_3_sec,mild_pain,absent,moderate,none,>1_liter,5.307977096506974,absent,other,47.99786107265534,6.260838262597117,cloudy,3.054085769934928,lived,no,0,2,0,no
yes,adult,172715,37.830161572535125,60.36083297268198,9.205911145283146,warm,normal,normal_pink,more_3_sec,mild_pain,absent,slight,slight,>1_liter,5.388686615032631,decreased,other,36.96152155802071,6.847728457015934,serosanguious,2.9238520172024987,euthanized,no,11300,2,1,yes
no,young,241398,37.543412069817826,31.47242155437184,7.0823083161596045,warm,absent,bright_pink,less_3_sec,intermittent_pain,hypermobile,severe,none,>1_liter,7.621016850589217,decreased,distend_large,32.23066680703353,7.368299850744302,serosanguious,3.5967230599555644,lived,yes,4300,2,1,no
yes,adult,734379,35.39724606510031,75.6272444472502,6.327331164173824,normal,absent,bright_red,more_3_sec,depressed,absent,slight,important,less_1_liter,9.542176008842212,normal,other,44.083095015777474,7.452539672264541,clear,4.372767030231783,died,no,4300,0,2,yes
no,young,619052,38.2242342597119,43.06707502267275,6.443395106035249,warm,increased,normal_pink,more_3_sec,constant_pain,normal,severe,slight,less_1_liter,4.136487521914882,decreased,distend_large,44.56722605473445,6.984217563839037,serosanguious,4.181270691797252,died,no,2208,3,2,yes
yes,young,232632,37.943339167606226,59.506854385370126,4.611701078666638,warm,absent,pale_cyanotic,less_3_sec,constant_pain,hypomobile,none,important,none,5.521153652303495,absent,other,47.93658089681414,7.475491206239979,cloudy,2.978937908939922,died,no,11300,2,2,yes
no,young,965580,39.27907897340576,22.28466162491516,11.798230825036736,warm,normal,normal_pink,more_3_sec,mild_pain,hypomobile,none,none,less_1_liter,8.367785948418408,decreased,distend_large,31.053115189021597,6.856102873464211,clear,5.564466697813504,euthanized,no,11300,2,0,yes
yes,adult,183186,38.41114365464954,52.123962631129864,2.3001635419327062,warm,normal,pale_pink,less_3_sec,constant_pain,hypermobile,none,important,>1_liter,6.877548554992308,absent,distend_large,32.83407676054744,6.6639075446714,serosanguious,2.439527878940804,died,no,4300,2,1,no
yes,adult,787250,40.09088392407876,36.28278905739594,10.464314453157916,cold,reduced,normal_pink,more_3_sec,constant_pain,absent,slight,slight,less_1_liter,2.884690751711638,normal,normal,41.964975857583646,6.827381188422369,cloudy,2.157870252297341,euthanized,yes,4300,1,2,yes
no,young,251094,37.907042382078714,20.0,6.3958082799743075,warm,reduced,bright_red,less_3_sec,alert,hypermobile,none,slight,none,7.021861884498126,decreased,other,42.38263101740165,6.173568591395283,clear,4.41082507762479,lived,no,2208,2,1,yes
no,adult,694604,37.69446994799769,70.83684178672635,7.462784356127647,cool,normal,bright_pink,less_3_sec,constant_pain,normal,none,none,>1_liter,3.493970276778615,absent,other,30.672193246300125,6.602573879528082,cloudy,2.493628672261906,died,no,4300,2,2,yes
yes,adult,128380,37.6156433492829,92.82319078183147,6.306037075366834,warm,normal,normal_pink,more_3_sec,intermittent_pain,absent,none,slight,less_1_liter,6.081727472627233,decreased,normal,37.93864102123317,6.6876075795457925,serosanguious,4.019563257115845,lived,no,2208,0,1,no
no,adult,734486,37.36041128896822,82.58947178687893,13.337593978926092,normal,increased,pale_cyanotic,less_3_sec,mild_pain,hypermobile,severe,important,less_1_liter,6.232826141283508,decreased,distend_large,41.68323462552098,7.272941698081468,cloudy,5.80709313763853,died,no,0,1,2,no
yes,young,364500,35.59224908361743,73.63381379807609,9.04894680505733,cool,increased,dark_cyanotic,less_3_sec,depressed,hypomobile,moderate,important,none,9.00962689779988,decreased,distend_large,44.75822666303468,7.137972889113671,clear,4.794321085811161,lived,yes,2208,0,0,yes
no,young,170326,37.57980537299204,51.71757664108908,11.371135575128557,cold,normal,normal_pink,more_3_sec,depressed,hypomobile,slight,important,>1_liter,5.699954192099505,decreased,normal,36.32301383556657,6.902139877837201,cloudy,4.469826321591041,euthanized,no,2208,3,2,no
yes,adult,978879,35.73214527356401,76.11780457095652,12.901580575788017,cool,absent,normal_pink,more_3_sec,alert,hypermobile,none,important,none,4.235539377887154,normal,normal,39.67806986043683,6.520915852314404,serosanguious,4.299220899489123,died,no,2208,1,2,no
yes,young,739282,38.25203334458577,84.47706397147456,9.490216422067212,cool,reduced,pale_pink,less_3_sec,depressed,hypermobile,severe,none,>1_liter,3.8477307857282526,absent,distend_large,46.28109744624018,6.2805518785389856,clear,2.718157008798371,euthanized,no,0,0,2,yes
yes,adult,320971,36.55993970752941,62.736436593425864,5.413128687434362,cool,normal,pale_cyanotic,more_3_sec,depressed,hypermobile,moderate,important,>1_liter,8.994015013474689,decreased,other,49.07790127795481,6.521647531371942,clear,3.7305912985124174,euthanized,no,4300,0,2,yes
yes,adult,906481,36.90566737691158,36.31279655375955,8.338071749652684,normal,absent,bright_red,less_3_sec,mild_pain,normal,moderate,none,less_1_liter,3.368086835345827,absent,normal,34.60629350779691,7.019706106438698,serosanguious,3.37009402946705,lived,yes,2208,3,2,no
yes,adult,568933,37.130589805167446,50.01231402817258,6.773255959301393,normal,normal,dark_cyanotic,less_3_sec,mild_pain,normal,moderate,important,none,5.40694848706515,normal,normal,35.060844116397924,6.394556698627549,cloudy,5.812297288888251,died,yes,4300,3,1,no
yes,adult,991793,37.595064962186754,94.05392976695873,7.489487514338103,normal,reduced,bright_pink,more_3_sec,intermittent_pain,hypomobile,severe,none,none,3.497384919415576,absent,normal,48.79636374867751,6.640330043563749,cloudy,2.9692809254829,euthanized,yes,2208,2,1,no
no,young,902514,37.80686825493903,58.505116636996675,8.716128622052134,cold,reduced,normal_pink,more_3_sec,alert,normal,none,important,none,8.186432320915003,absent,normal,37.91822301525367,6.580155352322523,serosanguious,3.8860654855842056,lived,no,4300,2,0,yes
no,young,887093,38.884479583073066,20.0,8.597533073723207,normal,increased,bright_red,less_3_sec,depressed,normal,moderate,important,>1_liter,5.794981119796952,normal,normal,44.36696649041485,7.14838509568659,clear,5.752317453105,lived,yes,2208,1,2,no
no,young,268484,37.22246990649244,30.621530726596127,10.236327483060858,normal,increased,dark_cyanotic,more_3_sec,intermittent_pain,absent,severe,none,none,4.809149524454496,decreased,normal,42.245304574597526,7.325680593390216,serosanguious,5.15672260975726,lived,yes,4300,1,1,no
yes,adult,889352,38.28014613622236,51.51102593715037,10.67191288134146,cool,increased,bright_pink,more_3_sec,alert,normal,severe,slight,>1_liter,4.888797125011735,absent,distend_large,35.71175359588113,7.049056435216466,clear,5.858060957137692,died,yes,11300,3,1,no
yes,adult,584410,40.53086723322357,80.71650476835137,8.597564471200627,normal,increased,bright_red,less_3_sec,depressed,absent,slight,slight,none,8.817713653783835,absent,distend_large,43.071244439160495,6.512403391399551,clear,4.4333210205879645,died,yes,0,1,2,no
yes,adult,869666,38.17735070276323,54.53755295186176,10.210406754323753,warm,reduced,pale_cyanotic,less_3_sec,depressed,normal,severe,slight,none,6.430191634355505,decreased,normal,43.11131801913947,6.649765573463831,cloudy,3.3351474189837362,lived,yes,2208,2,2,yes
yes,young,441705,37.619510211068366,81.0886330994652,7.351920435193675,normal,absent,pale_cyanotic,less_3_sec,mild_pain,hypomobile,moderate,none,less_1_liter,7.742942809050109,decreased,distend_large,41.848863708181526,6.215025231080582,serosanguious,5.306599101856236,died,no,0,3,0,yes
no,adult,895378,37.0208483480717,49.476752929050214,12.94433947678951,cold,absent,dark_cyanotic,less_3_sec,constant_pain,hypermobile,moderate,slight,none,9.176308130005477,absent,other,31.993216496990257,6.2521461716499145,clear,3.1658250854934824,lived,yes,2208,0,0,yes
no,young,325314,37.60566845457967,20.71414955528774,7.303466135347061,cold,absent,bright_pink,less_3_sec,alert,hypomobile,severe,slight,less_1_liter,9.213933408325136,normal,other,49.90343644748076,6.246438851289772,cloudy,2.6590912076475437,died,yes,11300,3,1,no
yes,young,538716,36.91377965639059,50.168776828038304,12.591559453867283,warm,normal,pale_cyanotic,less_3_sec,depressed,normal,moderate,none,less_1_liter,4.628072434702905,decreased,normal,38.00832922341655,6.195879536341965,serosanguious,4.825155256156029,died,yes,11300,1,0,yes
no,young,859900,38.06866142668377,66.8989000309257,4.571798724684834,cold,increased,dark_cyanotic,more_3_sec,alert,hypermobile,severe,slight,>1_liter,9.619610105171082,decreased,other,42.76501970793978,6.269371842763695,serosanguious,4.555822654137438,lived,no,0,2,1,no
no,young,902741,37.90354413863939,65.23900698682627,7.858778227767462,cold,increased,pale_cyanotic,less_3_sec,intermittent_pain,hypermobile,moderate,slight,none,2.1990070561168436,normal,other,47.715233882252384,6.304032303867537,clear,5.5157956103815815,lived,no,2208,2,0,no
yes,young,679518,35.637780779082206,34.897845014867286,8.007065479159182,cool,reduced,pale_cyanotic,more_3_sec,intermittent_pain,hypermobile,slight,slight,none,5.014684488129325,absent,distend_large,38.465769768396726,6.167768915696449,clear,5.847699031264202,died,yes,4300,0,2,yes
no,young,998254,37.78144199423393,52.97607596392469,9.836975384245422,warm,reduced,bright_red,more_3_sec,constant_pain,absent,none,none,none,9.166390860070733,decreased,distend_large,45.47850113611097,6.960391082826341,clear,5.428790348898216,lived,no,2208,0,0,no
yes,adult,591872,38.87614631264001,113.69348476128147,11.58545040965647,cool,normal,bright_red,less_3_sec,depressed,hypomobile,slight,none,less_1_liter,4.197095038535863,absent,distend_large,49.436488493588115,7.4856023018733,serosanguious,2.240087190353083,lived,no,4300,3,1,no
no,adult,616998,37.40088814779725,35.33462347406247,5.2518143908214165,cool,normal,pale_cyanotic,more_3_sec,mild_pain,absent,slight,slight,none,4.184651602570547,absent,distend_large,37.17869520506096,7.318780116978385,clear,4.658053731929073,lived,yes,0,2,0,no
yes,young,619984,37.14710322758844,73.21446788927497,5.676050873871278,normal,absent,pale_pink,less_3_sec,depressed,hypermobile,none,slight,>1_liter,4.42097828065511,absent,other,38.10539140465473,6.06840408573913,serosanguious,5.138929651456182,lived,no,0,0,1,yes
